PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,NR
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,NR
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,NR
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,NR
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,NR
29392897,Hernandez-Fuentes MP,European,NR,U.K.
29392897,Hernandez-Fuentes MP,European,NR,NR
29398083,Lores-Motta L,European,NR,"Germany, Netherlands"
29378355,Stanne TM,European,NR,Sweden
29278617,Sucheston-Campbell LE,African American or Afro-Caribbean,NR,"U.S., NR"
29278617,Sucheston-Campbell LE,European,NR,"U.S., NR"
29385134,Kawaguchi T,East Asian,NR,Japan
29385134,Kawaguchi T,East Asian,NR,Japan
29381699,Ravenhall M,Sub-Saharan African,NR,United Republic of Tanzania
29381699,Ravenhall M,Sub-Saharan African,NR,United Republic of Tanzania
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,Asian unspecified,NR,Philippines
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,"European, NR",NR,NR
29404214,Andaleon A,Asian unspecified,NR,Philippines
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,"European, NR",NR,NR
29404214,Andaleon A,Asian unspecified,NR,Philippines
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,Asian unspecified,NR,Philippines
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,Asian unspecified,NR,Philippines
29404214,Andaleon A,Sub-Saharan African,NR,Nigeria
29404214,Andaleon A,Asian unspecified,NR,Philippines
29379196,Fadista J,European,NR,Denmark
29374233,Lu AT,European,NR,"U.S., Australia, U.K., Italy, NR"
29374233,Lu AT,African American or Afro-Caribbean,NR,U.S.
29374233,Lu AT,Hispanic or Latin American,NR,U.S.
29367611,Gao B,European,NR,Australia
29367735,Nakagawa-Senda H,East Asian,NR,Japan
29367735,Nakagawa-Senda H,East Asian,NR,Japan
29367611,Gao B,Asian unspecified,NR,Australia
29358691,Bonas-Guarch S,East Asian,NR,NR
29358691,Bonas-Guarch S,South Asian,NR,NR
29358691,Bonas-Guarch S,European,NR,"U.S., Finland, U.K., NR"
29358691,Bonas-Guarch S,European,NR,Denmark
29358691,Bonas-Guarch S,European,NR,"U.S., Finland"
29358691,Bonas-Guarch S,"European, South Asian, East Asian, African American or Afro-Caribbean, Hispanic or Latin American",NR,NR
29358691,Bonas-Guarch S,European,NR,NR
29358691,Bonas-Guarch S,European,NR,"U.S., Finland, U.K."
29358691,Bonas-Guarch S,European,NR,"U.S., Finland, U.K."
29360470,Miron J,NR,NR,NR
29348612,Wiemels JL,Hispanic or Latin American,NR,U.S.
29348612,Wiemels JL,European,NR,NR
29348612,Wiemels JL,Hispanic or Latin American,NR,NR
29343764,Jiang X,European,NR,Sweden
29343764,Jiang X,European,NR,"Canada, U.S., Germany, Netherlands, Finland, Republic of Ireland, Sweden, U.K., Italy, NR"
29346644,Yan Q,European,NR,NR
29346644,Yan Q,European,NR,NR
29331962,Kochi Y,European,NR,NR
29331962,Kochi Y,East Asian,NR,Japan
29330379,Zuber V,"NR, European",NR,NR
29330379,Zuber V,"European, NR",NR,NR
29330379,Zuber V,NR,NR,NR
29478698,Cheng Z,European,NR,"U.S., NR"
29326435,Hill WD,European,NR,U.K.
29326435,Hill WD,NR,NR,NR
29324852,Primes G,"European, African American or Afro-Caribbean, NR",NR,U.S.
29317602,Hall LS,European,NR,U.K.
29317604,Liu D,European,NR,U.S.
29315334,Broce I,NR,NR,NR
28270201,Nagy R,European,NR,U.K.
28270201,Nagy R,European,NR,U.K.
28270201,Nagy R,European,NR,U.K.
28270201,Nagy R,European,NR,U.K.
28270201,Nagy R,European,NR,U.K.
28270201,Nagy R,European,NR,U.K.
28265120,Polimanti R,African American or Afro-Caribbean,NR,U.S.
28265120,Polimanti R,African American or Afro-Caribbean,NR,U.S.
28265120,Polimanti R,European,NR,U.S.
28262088,Melroy-Greif WE,Hispanic or Latin American,NR,U.S.
28273873,Park YM,East Asian,NR,Republic of Korea
28274756,Mhatre S,South Asian,NR,India
28253294,Vonk JM,European,NR,"France, Switzerland, Russian Federation, U.K., NR"
28253294,Vonk JM,European,NR,Netherlands
28253294,Vonk JM,European,NR,"France, Switzerland, Russian Federation, U.K., NR"
28253294,Vonk JM,European,NR,Netherlands
28254843,Qi Q,Hispanic or Latin American,NR,NR
28247064,Deming Y,NR,NR,"Germany, U.S., Sweden, NR"
28334814,Zhu Z,East Asian,NR,"China, China, Hong Kong SAR"
28250457,Scerri TS,European,NR,U.S.
28250457,Scerri TS,European,NR,"U.S., Australia, France, Germany, Switzerland, Israel, U.K."
28240269,Suhre K,European,NR,Germany
28334792,Nongmaithem SS,South Asian,NR,India
28334792,Nongmaithem SS,South Asian,NR,India
28232668,Yu Y,East Asian,NR,China
28282560,Pott J,European,NR,Germany
28224759,Pei YF,European,NR,U.S.
28334899,Spracklen CN,East Asian,NR,"Japan, Republic of Korea, Philippines, Singapore, Taiwan, China"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, NR, Taiwan"
28334899,Spracklen CN,European,NR,NR
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan"
28334899,Spracklen CN,East Asian,NR,"NR, Taiwan"
28334899,Spracklen CN,East Asian,NR,"Japan, Republic of Korea, Philippines, Singapore, NR, Taiwan, China"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Singapore, Taiwan"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Singapore, Taiwan"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, Taiwan"
28334899,Spracklen CN,East Asian,NR,"China, Japan, Republic of Korea, Philippines, Singapore, NR, Taiwan"
28334899,Spracklen CN,East Asian,NR,Taiwan
28203683,Heit JA,African American or Afro-Caribbean,NR,U.S.
28196072,Hagenaars SP,European,NR,U.K.
28195142,Gudmundsson J,European,NR,"U.S., Netherlands, Iceland, Spain"
28187132,Kiryluk K,East Asian,NR,NR
28187132,Kiryluk K,East Asian,NR,NR
28212542,Ransohoff KJ,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28181694,Chesi A,European,NR,U.S.
28167838,Deckert J,European,NR,Germany
28167838,Deckert J,European,NR,"Germany, Netherlands"
28165464,Law PJ,European,NR,"Australia, U.K., NR, U.S."
28165464,Law PJ,European,NR,"U.S., U.K., NR"
28183528,Jun GR,European,NR,NR
28183528,Jun GR,East Asian,NR,NR
28183528,Jun GR,European,NR,NR
28183528,Jun GR,European,NR,NR
28166213,Wain LV,NR,NR,NR
28166213,Wain LV,European,NR,U.K.
28183528,Jun GR,European,NR,NR
28183528,Jun GR,East Asian,NR,NR
28183528,Jun GR,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NR
28183528,Jun GR,European,NR,NR
28166213,Wain LV,NR,NR,NR
28166213,Wain LV,European,NR,U.K.
28166213,Wain LV,European,NR,U.K.
28183528,Jun GR,European,NR,NR
28166215,Hobbs BD,African American or Afro-Caribbean,NR,U.S.
28166215,Hobbs BD,East Asian,NR,Republic of Korea
28166215,Hobbs BD,European,NR,"U.S., Poland, U.K., NR"
28166213,Wain LV,NR,NR,NR
28166213,Wain LV,European,NR,U.K.
28166213,Wain LV,European,NR,U.K.
28167095,Forno E,Hispanic or Latin American,Puerto Rico,"Puerto Rico, U.S."
28167095,Forno E,Hispanic or Latin American,NR,"Costa Rica, NR"
28167095,Forno E,Hispanic or Latin American,Puerto Rico,"Puerto Rico, U.S."
28167095,Forno E,European,NR,NR
28155865,Chen H,East Asian,China,China
28155865,Chen H,East Asian,NR,China
28256260,Siitonen A,European,NR,Finland
28163062,Matsuura K,East Asian,NR,Japan
28163062,Matsuura K,East Asian,NR,Japan
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28053049,Sennblad B,European,NR,"Sweden, U.S., Italy, Germany, U.K., France"
28053049,Sennblad B,European,NR,"Canada, Spain, NR"
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28158719,Jain D,Hispanic or Latin American,NR,U.S.
28139693,Hoffmann TJ,European,NR,U.S.
28139693,Hoffmann TJ,Hispanic or Latin American,NR,U.S.
28139693,Hoffmann TJ,East Asian,NR,U.S.
28139761,Pasanen A,European,NR,"Finland, Sweden"
28139761,Pasanen A,European,NR,"Netherlands, Finland"
28139693,Hoffmann TJ,European,NR,U.S.
28139693,Hoffmann TJ,Hispanic or Latin American,NR,U.S.
28135244,Warren HR,European,NR,U.K.
28135244,Warren HR,European,NR,U.K.
28130311,Tan W,East Asian,NR,China
28120872,Li X,East Asian,NR,China
28120872,Li X,East Asian,NR,China
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates"
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates"
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates"
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates"
28118524,Saxena R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,"Jordan, Lebanon, Qatar, Saudi Arabia, United Arab Emirates"
28115744,Ikeda M,European,NR,NR
28128768,Ferrari R,European,NR,Italy
28112199,Law PJ,European,NR,"Germany, U.K."
28107422,de Vries PS,European,NR,"Sweden, U.S., Australia, Italy, Netherlands, Germany, U.K., Republic of Ireland, Denmark"
28100913,Ueta M,East Asian,NR,Japan
28100913,Ueta M,East Asian,NR,"Japan, Republic of Korea"
28109725,Fuchs O,European,NR,Switzerland
28109725,Fuchs O,European,NR,Switzerland
28100725,Chen J,European,NR,U.S.
28100725,Chen J,NR,NR,U.S.
28098162,Hibar DP,European,NR,"U.S., Australia, Iceland, Netherlands, Canada, Germany, U.K., Spain, Norway"
28098162,Hibar DP,European,NR,NR
28098162,Hibar DP,African American or Afro-Caribbean,NR,U.S.
28098162,Hibar DP,"South East Asian, East Asian",NR,NR
28095793,Chittoor G,Hispanic or Latin American,NR,U.S.
28093568,Trampush JW,European,NR,"Finland, U.S., Greece, Canada, Germany, U.K., Republic of Ireland, Norway, Denmark"
28095793,Chittoor G,Hispanic or Latin American,NR,U.S.
28095793,Chittoor G,Hispanic or Latin American,NR,U.S.
28090653,Liu Y,European,NR,U.S.
28090653,Liu Y,African American or Afro-Caribbean,NR,U.S.
28108127,Eitel I,NR,NR,NR
28087736,Ludwig KU,European,NR,NR
28087736,Ludwig KU,Asian unspecified,NR,NR
28087736,Ludwig KU,European,NR,Germany
28087736,Ludwig KU,Hispanic or Latin American,NR,Mexico
28084903,Hallberg P,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Sweden
28084903,Hallberg P,"European, NR",NR,Sweden
28087736,Ludwig KU,NR,NR,NR
28081215,Pardo LM,European,NR,"U.S., Netherlands"
28081371,Sanders AE,Hispanic or Latin American,NR,U.S.
28081371,Sanders AE,NR,NR,"Finland, U.S., Brazil, Germany"
28081371,Sanders AE,European,NR,"Germany, Finland"
28081371,Sanders AE,NR,NR,NR
27883235,Martino DJ,European,NR,Australia
27883235,Martino DJ,Asian unspecified,NR,Australia
27883235,Martino DJ,Other,NR,Australia
27883235,Martino DJ,European,NR,"U.S., Australia, Germany"
28076899,Taylor KE,East Asian,NR,"China, Japan"
28076899,Taylor KE,European,NR,"U.S., Denmark, U.K."
28076899,Taylor KE,African unspecified,NR,"U.S., U.K."
28076899,Taylor KE,"Native American, Hispanic or Latin American",NR,"U.S., Argentina, U.K."
28076899,Taylor KE,Asian unspecified,NR,"U.S., China, Japan, India, U.K."
28073927,Springelkamp H,European,NR,"U.S., Australia, Germany, Netherlands, U.K., NR"
28077804,Ben-Avraham D,European,NR,"U.S., Australia, Iceland, Italy, Netherlands, U.K., NR"
28073367,Zeng X,European,NR,Netherlands
28072414,Charney AW,European,NR,"U.S., Sweden, U.K."
28073367,Zeng X,European,NR,Netherlands
28073367,Zeng X,European,NR,Netherlands
28073927,Springelkamp H,European,NR,"U.S., Australia, Germany, Netherlands, U.K., NR"
28073927,Springelkamp H,"South Asian, South East Asian, East Asian",NR,"China, Singapore"
28067912,Lee JC,European,NR,NR
28067908,de Lange KM,"NR, European",NR,"U.K., NR"
28056976,Paziewska A,European,NR,Poland
28056976,Paziewska A,European,NR,Poland
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,African unspecified,NR,Mozambique
28062665,Kawashima M,East Asian,NR,Japan
28065765,Nagao Y,East Asian,NR,Japan
28065765,Nagao Y,European,NR,Italy
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,Sub-Saharan African,NR,"Malawi, Uganda"
28062682,Carr DF,African unspecified,NR,Mozambique
28054174,Leslie EJ,Asian unspecified,NR,"U.S., China, Republic of Korea, Philippines, Singapore, Taiwan"
28054174,Leslie EJ,NR,NR,NR
28054174,Leslie EJ,NR,NR,NR
28054174,Leslie EJ,European,NR,"U.S., Turkey, Denmark, Norway, Spain"
28054174,Leslie EJ,NR,NR,NR
28054174,Leslie EJ,"African unspecified, Hispanic or Latin American",NR,"Guatemala, U.S., Colombia, Argentina, Ethiopia, Niger, Nigeria, Puerto Rico"
28054174,Leslie EJ,Asian unspecified,NR,"China, Republic of Korea, Philippines, Singapore, Taiwan, U.S."
28046027,Kim T,East Asian,NR,Republic of Korea
28046027,Kim T,East Asian,NR,Republic of Korea
28045058,Kim SW,East Asian,NR,Republic of Korea
28046027,Kim T,East Asian,NR,Republic of Korea
28046027,Kim T,East Asian,NR,Republic of Korea
28046027,Kim T,East Asian,NR,Republic of Korea
28046027,Kim T,East Asian,NR,Republic of Korea
28044437,McDonald MN,NR,NR,U.S.
28044437,McDonald MN,NR,NR,U.S.
28044437,McDonald MN,NR,NR,U.S.
28044437,McDonald MN,NR,NR,U.S.
28222112,Dumitrescu L,"African American or Afro-Caribbean, Hispanic or Latin American, NR",NR,U.S.
28061514,Nannini DR,Hispanic or Latin American,NR,U.S.
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France"
28039329,Noordam R,European,NR,"U.S., Iceland, Netherlands, U.K., NR, Republic of Ireland"
28039329,Noordam R,African American or Afro-Caribbean,NR,U.S.
28039329,Noordam R,Hispanic or Latin American,NR,"U.S., NR"
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France"
28039263,Wheeler HE,NR,NR,U.S.
28039329,Noordam R,European,NR,"U.S., Iceland, Netherlands, U.K., NR, Republic of Ireland"
28039329,Noordam R,African American or Afro-Caribbean,NR,U.S.
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France"
28043905,Nicoletti P,European,NR,"Argentina, Finland, Sweden, U.S., Australia, Italy, Netherlands, Chile, Germany, U.K., Uruguay, Switzerland, Spain, France"
28041642,Carmona FD,European,NR,"U.S., Italy, Netherlands, Canada, Germany, U.K., Switzerland, Spain, France, Republic of Ireland, Norway"
28029757,Merkel PA,European,NR,"U.S., Canada, NR"
28029757,Merkel PA,European,NR,"U.S., Canada, NR"
28029757,Merkel PA,European,NR,"U.S., Canada"
28025584,da Silva Filho MI,NR,NR,"Italy, Germany, U.K."
28012008,Lu S,European,NR,U.S.
28008999,Ostrowski J,European,NR,Poland
28011674,Ruhle F,European,NR,NR
28012008,Lu S,European,NR,U.S.
28012008,Lu S,European,NR,U.S.
28008999,Ostrowski J,European,NR,Poland
28008999,Ostrowski J,European,NR,Poland
28017375,van Rooij FJA,African American or Afro-Caribbean,NR,NR
28002826,D'Adamo CR,European,NR,NR
28002826,D'Adamo CR,European,NR,NR
28017375,van Rooij FJA,"African American or Afro-Caribbean, European",NR,NR
28017375,van Rooij FJA,European,NR,NR
28017375,van Rooij FJA,East Asian,NR,NR
28011712,Foo JN,East Asian,NR,Singapore
28011712,Foo JN,East Asian,NR,"Republic of Korea, China, Taiwan, China, Hong Kong SAR"
28011710,Benyamin B,"European, Hispanic or Latin American",NR,U.S.
28011710,Benyamin B,NR,NR,Australia
28002826,D'Adamo CR,European,NR,NR
28017375,van Rooij FJA,European,NR,NR
28017375,van Rooij FJA,East Asian,NR,NR
28017375,van Rooij FJA,"African American or Afro-Caribbean, European",NR,NR
28017375,van Rooij FJA,European,NR,NR
28017375,van Rooij FJA,European,NR,NR
28017375,van Rooij FJA,European,NR,NR
28017375,van Rooij FJA,East Asian,NR,NR
28017375,van Rooij FJA,African American or Afro-Caribbean,NR,NR
28011148,Zhang M,East Asian,NR,China
27997041,Traylor M,European,NR,"U.S., Australia, Italy, Germany, U.K., Switzerland"
27997041,Traylor M,European,NR,"NR, U.S."
27997041,Traylor M,European,NR,"U.S., Australia, Italy, Germany, U.K., Switzerland"
27997041,Traylor M,European,NR,"U.S., Iceland, NR"
27997041,Traylor M,European,NR,"U.S., Iceland, NR"
27997041,Traylor M,European,NR,"U.S., Australia, Italy, Germany, U.K., Switzerland"
27992416,Lane JM,European,NR,U.K.
27993963,Schneider BP,European,NR,U.S.
27992416,Lane JM,European,NR,U.K.
27992416,Lane JM,European,NR,U.K.
28000841,Baek SH,East Asian,NR,Republic of Korea
27957625,Bacchelli E,European,NR,Italy
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27989323,Ahola-Olli AV,European,NR,Finland
27958378,Floyd JS,European,NR,"U.S., Iceland, Netherlands, U.K., NR, Republic of Ireland"
27958378,Floyd JS,African American or Afro-Caribbean,NR,"U.S., NR"
27958378,Floyd JS,Hispanic or Latin American,NR,"U.S., NR"
27941131,Feenstra B,European,NR,Denmark
27936112,Kalsi G,East Asian,NR,China
28049566,Direk N,European,NR,NR
28049566,Direk N,European,NR,"Sweden, U.S., Australia, Italy, Germany, U.K., Denmark"
27927641,Ombrello MJ,NR,NR,"Argentina, U.S., Brazil, Italy, Canada, Turkey, Germany, U.K., Spain"
27927781,Robinson-Cohen C,European,NR,NR
27922604,Yu H,East Asian,NR,China
27918534,Chu AY,European,NR,"Sweden, U.S., Iceland, Germany, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Iceland, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Iceland, NR"
27918534,Chu AY,European,NR,U.S.
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,Hispanic or Latin American,NR,U.S.
27918534,Chu AY,European,NR,U.S.
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,East Asian,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Iceland, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Iceland, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,Hispanic or Latin American,NR,U.S.
27918534,Chu AY,European,NR,U.S.
27918534,Chu AY,Asian unspecified,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Germany, Iceland, Sweden, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"Sweden, U.S., Iceland, Germany, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Iceland, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918534,Chu AY,European,NR,"U.S., Iceland, NR"
27918534,Chu AY,African American or Afro-Caribbean,NR,U.S.
27918536,Lo MT,European,NR,"U.S., Australia, NR"
27918536,Lo MT,European,NR,"U.S., Australia, NR"
27918536,Lo MT,European,NR,"U.K., NR"
27918536,Lo MT,European,NR,"U.S., Australia, NR"
27918534,Chu AY,European,NR,"Sweden, U.S., Iceland, Germany, NR"
27918534,Chu AY,Hispanic or Latin American,NR,U.S.
27918534,Chu AY,European,NR,"Sweden, U.S., Iceland, Germany, NR"
27918536,Lo MT,European,NR,"U.S., Australia, NR"
27915449,Corre T,European,NR,"Italy, U.K., Croatia, Switzerland"
27901618,Gref A,European,NR,"Sweden, Netherlands, Germany"
27899403,Jones GT,European,NR,"U.S., Australia, Iceland, Netherlands, U.K., New Zealand"
27899403,Jones GT,NR,NR,"U.S., Australia, U.K."
27899403,Jones GT,European,NR,"Poland, Italy, Canada, Belgium, New Zealand"
27899376,Nakayama A,East Asian,NR,Japan
27899376,Nakayama A,East Asian,NR,Japan
27899376,Nakayama A,East Asian,NR,Japan
27899376,Nakayama A,East Asian,NR,Japan
27899376,Nakayama A,European,NR,NR
27899376,Nakayama A,Oceanian,NR,New Zealand
27898682,Lotta LA,European,NR,"Germany, U.K."
27898682,Lotta LA,European,NR,"Germany, U.K."
27898682,Lotta LA,European,NR,"Germany, U.K."
27899376,Nakayama A,East Asian,NR,Japan
27899376,Nakayama A,East Asian,NR,Japan
27911795,Schumann G,European,NR,"Finland, Sweden, Italy, Netherlands, U.K., Austria, France, Republic of Ireland"
27911795,Schumann G,European,NR,"Finland, U.S., Australia, Iceland, Netherlands, Germany, U.K., Switzerland, Estonia, NR"
27911795,Schumann G,European,NR,"Finland, U.S., Italy, Netherlands, U.K., Austria, Republic of Ireland"
27911795,Schumann G,European,NR,"Finland, U.S., Australia, Iceland, Netherlands, Germany, U.K., Switzerland, Estonia, NR, France"
28031287,Sasayama D,East Asian,NR,Japan
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
27863252,Astle WJ,European,NR,U.K.
28171582,Gao X,Hispanic or Latin American,NR,U.S.
27846281,Galesloot TE,European,NR,"Italy, Netherlands"
27846281,Galesloot TE,European,NR,Netherlands
27846281,Galesloot TE,NR,NR,Netherlands
27846281,Galesloot TE,NR,NR,Netherlands
27846281,Galesloot TE,NR,NR,Netherlands
27846195,Li Q,European,NR,NR
27839851,Lind L,European,NR,Sweden
27846195,Li Q,European,NR,NR
27846195,Li Q,European,NR,NR
27824142,Lin H,European,NR,NR
27816938,Tanaka T,European,NR,U.S.
27816938,Tanaka T,NR,NR,"U.S., NR"
27790247,He L,European,NR,NR
27790247,He L,European,NR,NR
27790247,He L,European,NR,NR
27790247,He L,European,NR,NR
