PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT,ADDITONAL ANCESTRY DESCRIPTION
27618447,Surendran P,European,NR,"Germany, Netherlands, Denmark, Estonia, U.S., Finland, Sweden, U.K., Croatia, NR",
27618447,Surendran P,South Asian,NR,"Bangladesh, Pakistan",
27618447,Surendran P,European,NR,NR,
27618447,Surendran P,NA,NR,U.K.,
27618447,Surendran P,Hispanic or Latin American,NR,NR,NA
27618447,Surendran P,African American or Afro-Caribbean,NR,NR,
27618447,Surendran P,European,NR,"U.S., Germany, Netherlands, Denmark, Estonia, Finland, Sweden, U.K., Croatia, NR",
27618447,Surendran P,South Asian,NR,"Bangladesh, Pakistan",
27618447,Surendran P,European,NR,NR,
27618447,Surendran P,South Asian,NR,NA,
27618447,NA,Hispanic or Latin American,NR,NR,
27618447,Surendran P,African American or Afro-Caribbean,NR,NR,
27696742,Yau MS,European,NR,U.S.,NA
27696742,NA,European,NR,NR,
27618448,Liu C,European,NR,"U.S., Germany, Netherlands, Iceland",
27618448,Liu C,African American or Afro-Caribbean,NA,NA,
27618448,Liu C,NA,NR,U.S.,
27769005,NA,European,NR,NA,
27769005,Nassan M,European,NR,U.S.,
27670397,Reyes-Gibby CC,European,NR,U.S.,
27670397,Reyes-Gibby CC,NA,NR,U.S.,
27659466,van der Harst P,African American or Afro-Caribbean,NR,U.S.,
27659466,van der Harst P,South Asian,NA,U.K.,
27659466,van der Harst P,European,NR,"U.S., Italy, Netherlands, Germany, U.K., Croatia, Republic of Ireland",
27659466,van der Harst P,European,NR,Netherlands,
27659466,NA,African American or Afro-Caribbean,NR,U.S.,
27659466,NA,South Asian,NR,U.K.,
27659466,van der Harst P,European,NR,"U.S., Italy, Netherlands, Germany, U.K., Croatia, Republic of Ireland",
27659466,van der Harst P,European,NR,Netherlands,
27659466,NA,African American or Afro-Caribbean,NR,NA,
27659466,NA,South Asian,NR,U.K.,NA
27659466,van der Harst P,European,NR,"U.S., Italy, Netherlands, Germany, U.K., Croatia, Republic of Ireland",
27659466,van der Harst P,European,NA,Netherlands,NA
27659466,van der Harst P,African American or Afro-Caribbean,NR,U.S.,
27659466,van der Harst P,South Asian,NR,U.K.,
27659466,van der Harst P,European,NR,"U.S., Italy, Netherlands, Germany, U.K., Croatia, Republic of Ireland",
27659466,van der Harst P,European,NR,Netherlands,
27670767,Chang SW,European,NR,"Puerto Rico, U.S.",
27670767,Chang SW,Hispanic or Latin American,NR,"Puerto Rico, U.S.",
27670767,Chang SW,African American or Afro-Caribbean,NR,"Puerto Rico, U.S.",
27669169,Chang IS,NA,NR,China,
27669169,Chang IS,NA,NR,NA,
27669169,Chang IS,East Asian,NR,China,
27665939,Liang KH,NA,NR,NA,
27665939,Liang KH,East Asian,NR,Taiwan,
27669027,Boueiz A,NR,NR,NR,
27669027,Boueiz A,European,NR,U.S.,
27669027,Boueiz A,African American or Afro-Caribbean,NR,U.S.,
27669027,Boueiz A,NA,NR,Norway,
27671213,Petros Z,Sub-Saharan African,NR,NA,
27671213,Petros Z,Sub-Saharan African,NR,Ethiopia,
27671502,Blokland GAM,European,NR,NR,
27671502,NA,NR,NR,NR,
27664181,Kawamura R,East Asian,NR,Japan,
27664181,NA,East Asian,NR,NR,
27656889,Alemany S,European,NR,NR,
27656889,Alemany S,NA,NR,NA,
27656708,Zhang W,NR,NR,U.S.,
27656708,Zhang W,European,NR,NR,
27656708,Zhang W,South Asian,NR,NR,
27656708,Zhang W,European,NR,U.K.,
27650483,Kramer HJ,Hispanic or Latin American,NR,U.S.,
27647854,NA,NR,NR,"Poland, U.K., Austria",
27647854,Sandholm N,European,NR,"Finland, Sweden",NA
27647854,Sandholm N,European,NR,Finland,
27647854,Sandholm N,NR,NR,NR,
27647854,Sandholm N,European,NR,"Finland, Sweden",
27647854,Sandholm N,NR,NR,"Poland, U.K., Austria",
27647854,Sandholm N,NA,NR,NA,
27647854,Sandholm N,European,NR,"Finland, Sweden",
27647854,Sandholm N,NR,NR,"Poland, U.K., Austria",
27647854,Sandholm N,NR,NR,NR,
27647854,Sandholm N,European,NA,"Finland, Sweden",
27647854,Sandholm N,NR,NR,"Poland, U.K., Austria",NA
27647854,Sandholm N,NR,NR,NR,
27647854,Sandholm N,European,NR,NA,
27647854,Sandholm N,NR,NR,"Poland, U.K., Austria",
27647854,Sandholm N,European,NR,Finland,
27647854,Sandholm N,NA,NR,NA,
27647854,Sandholm N,NR,NR,NR,
27647854,Sandholm N,European,NA,"Finland, Sweden",
27647854,Sandholm N,NR,NR,"Poland, U.K., Austria",
27647854,NA,NA,NR,"Finland, Sweden",
27647854,Sandholm N,NR,NR,"Poland, U.K., Austria",
27647854,NA,European,NR,Finland,
27647854,Sandholm N,NR,NR,NR,
27632927,Einarsdottir E,European,NR,Finland,
27632927,Einarsdottir E,European,NR,Finland,
27632927,Einarsdottir E,NR,NA,U.K.,
27632927,Einarsdottir E,European,NR,Finland,
27629369,Gao J,European,NR,NA,
27629369,Gao J,African American or Afro-Caribbean,NR,U.S.,
27629369,Gao J,Hispanic or Latin American,NR,U.S.,
27629369,NA,NR,NR,U.S.,
27639821,Scherag A,European,NR,Germany,
27639821,Scherag A,NR,NR,NR,
27629369,Gao J,European,NR,U.S.,
27629369,Gao J,African American or Afro-Caribbean,NR,U.S.,
27629369,Gao J,NA,NA,U.S.,
27629369,Gao J,NR,NR,U.S.,
27629369,NA,European,NR,U.S.,
27629369,Gao J,African American or Afro-Caribbean,NA,U.S.,
27629369,Gao J,Hispanic or Latin American,NR,U.S.,
27629369,Gao J,NR,NR,U.S.,
27623749,Hwang JY,East Asian,NR,Republic of Korea,
27623749,NA,East Asian,NR,Republic of Korea,
27629089,Sailer A,European,NR,NA,
27629089,Sailer A,European,NR,"U.S., Italy, Netherlands, Portugal, Germany, U.K., Spain, Austria, Denmark",
27622933,Li QS,European,NR,NA,
27623284,Verma SS,African unspecified,NR,U.S.,
27623284,Verma SS,European,NR,U.S.,
27623284,Verma SS,Other,NR,U.S.,
27622933,Li QS,European,NR,NR,
27622933,Li QS,NA,NR,NA,NA
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NA,NR,
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NR,NR,
27622933,Li QS,European,NR,NR,
27618452,Ehret GB,European,NR,NR,
27618452,Ehret GB,European,NR,U.K.,
27618452,Ehret GB,European,NR,NR,
27618452,Ehret GB,European,NR,U.K.,
28173075,Niu N,East Asian,NR,NR,
28173075,Niu N,European,NR,NR,
28173075,Niu N,African American or Afro-Caribbean,NA,U.S.,
27643478,Powers A,African American or Afro-Caribbean,NR,U.S.,
27611488,Almoguera B,African American or Afro-Caribbean,NR,U.S.,
27611488,Almoguera B,European,NR,U.S.,
27611488,Almoguera B,African American or Afro-Caribbean,NR,U.S.,NA
27611488,Almoguera B,European,NA,U.S.,
27611488,Almoguera B,European,NR,U.S.,
27611488,NA,NA,NR,U.S.,NA
27599772,NA,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NR,
27599772,Ram R,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NA,
27601451,Sanders AE,Hispanic or Latin American,NR,U.S.,
27601451,Sanders AE,European,NR,U.S.,
27601451,Sanders AE,African American or Afro-Caribbean,NR,U.S.,
27476799,Nielson CM,European,NR,"U.S., Iceland",
27476799,Nielson CM,NR,NR,"U.S., Iceland",
27612410,van der Plaat DA,NR,NR,Netherlands,
27612410,NA,NR,NR,Netherlands,
27595289,Goyal RK,European,NR,NA,
27595289,Goyal RK,European,NR,NR,
28171663,Huo D,Sub-Saharan African,NR,"Nigeria, Niger",
28171663,Huo D,African American or Afro-Caribbean,NR,U.S.,
28171663,Huo D,African American or Afro-Caribbean,NR,U.S.,
28171663,Huo D,Sub-Saharan African,NR,"Nigeria, Niger",
28171663,Huo D,African American or Afro-Caribbean,NA,U.S.,NA
28171663,Huo D,NA,NR,U.S.,
28171663,Huo D,Sub-Saharan African,NR,"Nigeria, Niger",
28171663,Huo D,African American or Afro-Caribbean,NA,U.S.,
28171663,Huo D,African American or Afro-Caribbean,NR,U.S.,
27587472,Postmus I,European,NR,"U.S., Netherlands, U.K., NR, Republic of Ireland",
27587472,Postmus I,European,NR,"U.S., Iceland, Netherlands",
27500523,Zhou K,European,NA,NR,
27500523,Zhou K,European,NR,"U.S., NR",
27500523,Zhou K,African American or Afro-Caribbean,NR,U.S.,
27500523,Zhou K,Asian unspecified,NR,U.S.,
27500523,Zhou K,Hispanic or Latin American,NR,U.S.,
27588450,Mahajan A,European,NR,"Sweden, U.S., Australia",
27588450,Mahajan A,NA,NR,Japan,
27588450,Mahajan A,Hispanic or Latin American,NR,U.S.,
27588450,Mahajan A,NA,NR,U.S.,
27576016,NA,European,NR,U.S.,
27576016,Zhao B,European,NR,U.S.,
27577874,NA,African American or Afro-Caribbean,NR,U.S.,
27577874,NA,European,NA,NA,
28580392,Taylor KC,African American or Afro-Caribbean,NR,U.S.,
27564568,Liu C,European,NR,NR,
27564568,Liu C,African unspecified,NR,NR,
27564568,Liu C,Hispanic or Latin American,NR,NR,
27564568,Liu C,Asian unspecified,NR,NR,NA
27564568,Liu C,NR,NR,NR,
27560520,Shaffer JR,European,NR,U.S.,
27560520,Shaffer JR,European,NR,NA,
27560520,Shaffer JR,European,NR,NA,
27560520,Shaffer JR,European,NR,U.S.,
27560520,Shaffer JR,European,NR,U.S.,
27560520,NA,NA,NR,U.S.,
27560520,Shaffer JR,European,NR,NA,
27560520,Shaffer JR,European,NR,U.S.,
27560520,Shaffer JR,European,NR,U.S.,
27560520,NA,European,NR,U.S.,
27560520,Shaffer JR,European,NR,U.S.,
27560520,Shaffer JR,European,NR,U.S.,
27569725,NA,East Asian,NA,Republic of Korea,
27569725,NA,East Asian,NR,Republic of Korea,
27561104,Pirastu N,European,NR,NA,
27561104,NA,European,NR,Netherlands,
27558924,Kim HS,East Asian,NR,Republic of Korea,
27558924,Kim HS,East Asian,NR,"Republic of Korea, Japan",
27559109,Bustamante M,NA,NR,NA,
27559109,Bustamante M,European,NR,"U.K., Norway",
27559109,Bustamante M,European,NA,"Netherlands, Germany, U.K.",NA
27559109,Bustamante M,European,NR,"U.S., Netherlands, Germany, U.K.",
27559109,Bustamante M,NA,NR,"Netherlands, U.K., Spain",
27559109,Bustamante M,European,NR,"U.K., Spain",
27559109,Bustamante M,NA,NR,"Netherlands, Germany, U.K.",
27559109,Bustamante M,European,NR,"U.S., Netherlands, U.K., Spain",
27545300,Hao J,East Asian,NR,China,
27545300,Hao J,East Asian,NR,China,
27568811,Marinelli M,European,NR,"Finland, Spain",
27568811,Marinelli M,European,NR,"Netherlands, Germany, U.K., Spain",
27539887,NA,European,NR,U.S.,
27539887,Chahal HS,European,NR,U.S.,
27531626,Polimanti R,NA,NR,U.S.,
27531626,NA,European,NR,NA,
27529621,Otowa T,East Asian,NR,Japan,
27529621,Otowa T,East Asian,NR,Japan,
27529621,Otowa T,East Asian,NR,NA,
27529621,NA,East Asian,NR,Japan,
27527254,Gharahkhani P,European,NR,"Australia, Germany, U.K.",
27527254,Gharahkhani P,European,NR,"Australia, Germany, U.K.",
27527254,Gharahkhani P,European,NR,"Australia, Germany, U.K.",
27501781,NA,NA,NR,Japan,
27501781,NA,NA,NA,Japan,
27506219,Wang W,East Asian,NR,China,
27506219,Wang W,East Asian,NA,China,
27503288,Song IW,East Asian,NR,China,NA
27503288,Song IW,East Asian,NR,China,NA
27494321,Jones SE,European,NA,U.K.,
27494321,Jones SE,NR,NR,NR,
27494321,Jones SE,European,NR,U.K.,
27494321,Jones SE,European,NR,U.K.,
27494321,Jones SE,European,NA,U.K.,
27494321,Jones SE,European,NR,NA,
27494321,Jones SE,European,NR,U.K.,
27494321,Jones SE,NR,NR,NR,
27663945,Middeldorp CM,NR,NR,NA,
27490719,Bacelis J,NA,NR,Norway,
27490719,Bacelis J,European,NR,Norway,
27490719,Bacelis J,NA,NR,Norway,
27490719,Bacelis J,European,NR,Norway,
27490719,Bacelis J,European,NR,NA,
27490719,NA,NA,NA,Norway,
27485664,Bonfiglio F,"NR, European",NR,"Finland, Sweden, U.K.",
27545685,Biernacka JM,NR,NR,U.S.,
27488534,Patel YM,European,NR,U.S.,
27488534,Patel YM,NA,NR,U.S.,NA
27488534,Patel YM,Hispanic or Latin American,NR,U.S.,
27488534,Patel YM,East Asian,NR,NA,
27488534,Patel YM,Oceanian,NR,NA,
27480026,Liu X,NA,NR,NA,
27480026,NA,East Asian,NR,China,
27492634,Du Y,European,NR,U.S.,
27271309,Li C,East Asian,NR,NA,
27271309,NA,East Asian,NR,U.S.,
27271309,Li C,East Asian,NR,China,
27271309,Li C,East Asian,NR,NA,
27479909,Hyde CL,European,NR,NR,
27479909,Hyde CL,European,NR,NR,
27271309,NA,East Asian,NA,China,
27271309,NA,East Asian,NR,U.S.,
27271309,NA,East Asian,NR,China,
27271309,Li C,East Asian,NR,NA,
27271309,Li C,East Asian,NR,China,
27271309,Li C,East Asian,NR,U.S.,
27271309,Li C,East Asian,NR,China,
27271309,Li C,NA,NR,U.S.,NA
27271309,Li C,East Asian,NR,NA,
27271309,Li C,NA,NR,U.S.,
27579533,Zhang M,European,NR,NR,
27579533,Zhang M,NR,NR,"U.S., Australia, Canada",
27492634,NA,European,U.S.,NR,
27492634,Du Y,European,NR,U.S.,
27492634,Du Y,European,U.S.,NR,
27492634,Du Y,NR,NR,U.S.,
27271309,Li C,East Asian,NR,China,
27271309,Li C,East Asian,NR,U.S.,
27339598,Ulveling D,European,NA,France,
27455349,Minster RL,Oceanian,Samoa,Samoa,NA
27455349,Minster RL,Oceanian,NR,"American Samoa, Samoa",
27455348,van Rheenen W,European,NR,"U.S., Belgium, France, Germany, Netherlands, Switzerland, Finland, Republic of Ireland, Sweden, U.K., Italy, Portugal, Spain",
27455348,van Rheenen W,European,NR,NA,
26202629,Johnson EO,African American or Afro-Caribbean,NA,U.S.,
26202629,NA,African American or Afro-Caribbean,NA,U.S.,
26202629,Johnson EO,European,NR,U.S.,
26202629,NA,European,NR,U.S.,
27439200,Nieuwenhuis MA,NR,NR,Netherlands,
27439200,Nieuwenhuis MA,European,NR,"U.S., Germany, U.K., Austria",
27439200,Nieuwenhuis MA,NR,NR,NR,
27515689,NA,European,NA,"U.S., Canada, Spain",
27515689,Kerns SL,European,NR,"U.S., Canada, Spain",
27515689,Kerns SL,European,NR,"U.S., Canada, Spain",
27515689,Kerns SL,European,NR,"U.S., Canada, Spain",NA
27436580,Cui Q,East Asian,NR,"Singapore, China",
27436580,Cui Q,East Asian,NR,China,
27424798,Chahal HS,NA,NR,U.S.,
27424798,Chahal HS,European,NA,U.S.,
27424934,Choi HJ,East Asian,NR,Republic of Korea,
27424934,NA,East Asian,NR,China,
27424934,Choi HJ,European,NR,U.S.,
27424934,Choi HJ,East Asian,NR,Republic of Korea,
27424934,Choi HJ,East Asian,NR,China,
27424934,Choi HJ,European,NR,U.S.,
27424934,NA,East Asian,NR,Republic of Korea,
27424934,Choi HJ,East Asian,NA,China,
27424934,NA,European,NR,U.S.,
27418160,NA,European,NR,"Finland, U.S., Netherlands",
27416945,Walford GA,European,NR,"Finland, Sweden, U.S., Germany",
27416945,Walford GA,NA,NR,"Finland, Sweden, U.S., Italy, Netherlands, Montenegro, Greece, Germany, U.K., Switzerland, Spain, Austria, Serbia, France, Republic of Ireland, Denmark",
27416945,NA,European,NR,"Sweden, U.S., Germany, Finland",
27416945,Walford GA,European,NR,"Finland, Sweden, U.S., Italy, Netherlands, Montenegro, Greece, Germany, U.K., Switzerland, Spain, Austria, Serbia, France, Republic of Ireland, Denmark",
27416945,Walford GA,European,NR,"Finland, Sweden, U.S., Germany",
27416945,Walford GA,European,NR,"Finland, Sweden, U.S., Italy, Netherlands, Montenegro, Greece, Germany, U.K., Switzerland, Spain, Austria, Serbia, France, Republic of Ireland, Denmark",
27412988,Tise CG,European,NR,U.S.,
27400856,Legge SE,European,NR,U.K.,
27400856,Legge SE,NR,NR,NR,
27412012,Lamina C,European,NR,"Italy, Austria",
27412012,Lamina C,European,NR,"Finland, U.S., Germany, Switzerland",
27402877,Hill-Burns EM,European,NR,U.S.,
27402877,Hill-Burns EM,European,NR,NR,
27399966,Morris DL,East Asian,NR,"China, China, Hong Kong SAR",
27399966,Morris DL,East Asian,NR,China,
27399966,Morris DL,European,NR,NR,
27399966,Morris DL,European,NR,NR,
27402877,Hill-Burns EM,European,NR,U.S.,
27402877,Hill-Burns EM,European,NR,NR,
27402877,NA,European,NR,U.S.,
27402877,Hill-Burns EM,European,NR,NA,
27387956,Murk W,European,NR,"Germany, Switzerland, Austria",NA
27387956,Murk W,European,NR,"Germany, Switzerland",
27387956,Murk W,NR,NR,"Sweden, Australia, Russian Federation, Netherlands, U.K., France",NA
27387956,NA,"NR, European",NR,"Finland, Russian Federation",
27397699,Pei YF,European,NR,NR,
27397699,Pei YF,East Asian,NR,NR,
27397699,Pei YF,NA,NR,U.S.,NA
27397699,Pei YF,Hispanic or Latin American,NR,NR,
27523435,Mosteller M,"European, Hispanic or Latin American, African unspecified, Asian unspecified, Native American, Other",NR,NR,
27002377,Irvin MR,European,NR,U.S.,
27002377,Irvin MR,Hispanic or Latin American,NR,U.S.,
27002377,Irvin MR,African American or Afro-Caribbean,NR,U.S.,
27363682,Mitchell JS,European,NR,"U.S., Germany, Netherlands, Iceland, Norway, Sweden, U.K.",
27363682,Mitchell JS,European,NR,NA,
27002377,Irvin MR,European,NR,U.S.,
27002377,Irvin MR,Hispanic or Latin American,NR,U.S.,
27002377,Irvin MR,African American or Afro-Caribbean,NA,NA,
27002377,NA,NA,NR,U.S.,
27002377,Irvin MR,Hispanic or Latin American,NR,U.S.,
27002377,Irvin MR,African American or Afro-Caribbean,NR,U.S.,
27002377,NA,NA,NR,U.S.,
27002377,Irvin MR,Hispanic or Latin American,NR,U.S.,
27002377,Irvin MR,African American or Afro-Caribbean,NR,U.S.,
27362418,Zhang H,NA,NR,NR,
27362418,Zhang H,European,NR,"U.S., NR",
27347659,NA,European,NR,France,
27347659,Vaysse A,European,NR,U.S.,
27354352,Han MR,East Asian,NR,"Republic of Korea, Japan",
27354352,Han MR,East Asian,NR,"Republic of Korea, China, Japan",
27329760,NA,European,NR,NR,NA
27329760,NA,European,NR,Sweden,
27325353,Matteini AM,European,NR,"U.S., Iceland, Italy, NR",
27325353,Matteini AM,NR,NR,NR,
27325353,Matteini AM,European,NR,"Australia, U.S., Germany, Iceland, U.K., Italy, NR",NA
27327535,Laville V,NA,NR,France,NA
27322543,Gormley P,NA,NR,"Finland, Sweden, U.S., Australia, Iceland, Netherlands, Germany, U.K., Estonia, NR, Norway, Denmark",NA
27322543,NA,NA,NR,"Finland, U.S., Iceland, Netherlands, Germany, U.K., Estonia, Norway, Denmark",
27322543,Gormley P,European,NR,"Finland, Sweden, U.S., Iceland, Netherlands, U.K., Estonia, Norway, Denmark",
27386562,Andlauer TF,European,NR,Germany,
27386562,Andlauer TF,European,NR,NA,
27311723,Pei YF,European,NA,U.S.,
27311723,Pei YF,African American or Afro-Caribbean,NR,U.S.,
27311723,Pei YF,NA,NR,NA,
27311723,Pei YF,European,NR,U.S.,NA
27315593,Lang M,European,NR,Germany,
27296613,Salinas YD,Hispanic or Latin American,NA,U.S.,
27296613,Salinas YD,Asian unspecified,NR,U.S.,
27296613,Salinas YD,African American or Afro-Caribbean,NR,U.S.,
27296613,Salinas YD,European,NR,U.S.,
27296613,Salinas YD,Hispanic or Latin American,NR,NA,
27296613,Salinas YD,African American or Afro-Caribbean,NR,U.S.,
27286809,Ligthart S,NR,NR,NR,
27286809,Ligthart S,NR,NR,NR,
28025368,Janicki PK,"African American or Afro-Caribbean, European, Hispanic or Latin American",NR,U.S.,
28025368,Janicki PK,"African American or Afro-Caribbean, European, Hispanic or Latin American",NR,U.S.,
27286809,Ligthart S,NR,NA,NR,
27286809,Ligthart S,NR,NR,NR,
27285765,Chen D,European,NR,Sweden,
27285765,Chen D,European,NR,Sweden,
27262462,Teerlink CC,European,NR,"Finland, U.S., Australia, Germany, U.K.",
27262462,Teerlink CC,NA,NA,"Finland, U.S., Australia, Germany, U.K.",
27236921,Rautanen A,African unspecified,NR,Kenya,
27236921,Rautanen A,NA,NR,Kenya,
27236921,NA,African unspecified,NR,Kenya,
27236921,Rautanen A,African unspecified,NR,Kenya,
27304844,Khong JJ,European,NR,Australia,
27304844,NA,European,NR,Australia,
27244555,Li Y,East Asian,China,China,
27244555,Li Y,East Asian,China,China,
27244217,Fogh I,NA,NR,"Sweden, U.S., Italy, Netherlands, Belgium, U.K., France, Republic of Ireland",
27225129,Okbay A,NA,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Greece, Belgium, Germany, U.K., Croatia, Switzerland, Estonia, Austria, Norway, Denmark",
28090565,Tsai EA,European,NR,U.S.,NA
27225129,Okbay A,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Greece, Belgium, Germany, U.K., Croatia, Switzerland, Estonia, Austria, Norway, Denmark",
27519822,NA,European,NA,"U.S., Australia, Netherlands, Germany, U.K.",
27519822,Power RA,European,NR,"Iceland, Germany, Switzerland, Denmark",
27519822,Power RA,East Asian,NR,China,
27519822,Power RA,NR,NR,"Sweden, U.S., U.K.",
27519822,Power RA,NA,NR,"U.S., Australia, Netherlands, U.K.",
27519822,Power RA,"NR, European, East Asian",NR,"Sweden, U.S., Iceland, China, Germany, U.K., Switzerland, Denmark",
27203581,NA,European,NR,Portugal,
27203581,Sousa I,European,NR,Portugal,
27193062,Adhikari K,NA,NR,"Brazil, Colombia, Chile, Peru, Mexico",NA
27193062,Adhikari K,NA,NR,"Brazil, Colombia, Chile, Peru, Mexico",
27193062,NA,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
27195777,Sano M,NA,NR,Japan,NA
27195777,Sano M,NA,NR,Japan,
27195708,NA,South Asian,"India, Sri Lanka, Pakistan, Bangladesh",U.K.,
27195708,Scott WR,South Asian,"India, Sri Lanka, Pakistan, Bangladesh",U.K.,
27193062,Adhikari K,Hispanic or Latin American,NA,NA,
27193062,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
27193062,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
27193062,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
27189021,Cook JP,European,NR,U.S.,NA
27189021,Cook JP,African American or Afro-Caribbean,NR,U.S.,
27189021,Cook JP,East Asian,NR,U.S.,
27189021,Cook JP,Hispanic or Latin American,NR,U.S.,
27189021,Cook JP,European,NR,NR,
27193031,Marquez A,European,NR,"Sweden, U.S., Italy, Netherlands, Germany, U.K., Spain",
27193031,Marquez A,European,NR,"Sweden, U.S., Netherlands, Canada, U.K., Spain, France",NA
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,NA,European,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,NA,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NA,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NR,
27182965,Pickrell JK,European,NR,NA,
27182965,Pickrell JK,European,NR,NA,
27182965,Pickrell JK,European,NR,NR,NA
27182965,Pickrell JK,European,NR,NR,
27182965,NA,European,NR,NR,
27393504,Zanetti KA,African American or Afro-Caribbean,NR,NA,
27393504,Zanetti KA,NA,NR,U.S.,
27393504,Zanetti KA,African American or Afro-Caribbean,NR,U.S.,NA
27393504,Zanetti KA,NA,NR,U.S.,
27393504,NA,African American or Afro-Caribbean,NR,U.S.,
27393504,Zanetti KA,African American or Afro-Caribbean,NR,U.S.,
27191271,Hu Q,East Asian,NR,NA,
27191271,Hu Q,East Asian,NR,China,
27393504,Zanetti KA,African American or Afro-Caribbean,NR,NA,
27393504,Zanetti KA,African American or Afro-Caribbean,NR,U.S.,
27171184,Kuo HC,East Asian,NR,Taiwan,
27167565,Stein MB,European,NR,U.S.,
27167565,Stein MB,African American or Afro-Caribbean,NR,U.S.,
27167565,Stein MB,Hispanic or Latin American,NR,U.S.,
27167565,NA,European,NR,U.S.,
27167565,Stein MB,African American or Afro-Caribbean,NR,NA,
27167565,Stein MB,Hispanic or Latin American,NR,NA,
27173062,Azad AK,"African American or Afro-Caribbean, Asian unspecified, Other",NA,Canada,
27173062,Azad AK,Asian unspecified,NR,Canada,
27173062,Azad AK,African American or Afro-Caribbean,NR,Canada,
27173062,Azad AK,Other,NR,Canada,
27173062,Azad AK,European,NR,NA,
27173062,Azad AK,European,NR,Canada,
27159506,Dunn EC,Hispanic or Latin American,NR,NA,
27159506,Dunn EC,Hispanic or Latin American,NR,U.S.,
27153935,Zhang CE,East Asian,NR,China,
27132594,Mbarek H,NA,NR,"U.S., Australia, Netherlands",
27132594,Mbarek H,European,NR,Iceland,
27151647,Chen G,NA,NR,U.S.,
27151647,Chen G,African American or Afro-Caribbean,NR,U.S.,
27145994,Wang M,East Asian,NR,China,
27145994,NA,East Asian,NR,China,
27145994,Wang M,European,NR,Canada,
27149122,Smith JG,European,NR,"U.S., Netherlands",
27149122,Smith JG,European,NR,NA,
27149984,Degenhardt F,European,NR,Germany,
27445529,Berube JC,European,NR,Canada,
27445529,Berube JC,European,NR,Canada,
27142678,Amin N,European,NR,"Italy, Netherlands, Germany, U.K., Croatia, Estonia",NA
27142678,Amin N,European,NR,"U.S., Australia, Netherlands, Croatia, Estonia",
27157822,Hallberg P,NA,NR,"Sweden, Germany, Spain, France",
27157822,Hallberg P,NR,NR,NR,NA
27157822,Hallberg P,European,NA,NA,
27157822,Hallberg P,NA,NR,NR,
27142222,White MJ,African American or Afro-Caribbean,NR,U.S.,NA
27143689,Hertz DL,European,NR,NR,
27135401,Cheng TH,European,NR,"Australia, U.K.",
27135401,Cheng TH,NA,NR,"U.S., Australia, Belgium, Germany, U.K., Norway",
27135401,Cheng TH,European,NR,"Australia, U.K.",
27135401,Cheng TH,European,NR,"Sweden, U.S., Belgium, Germany, U.K., Norway",NA
26663301,Lessard CJ,East Asian,NR,Republic of Korea,
26663301,Lessard CJ,NA,NR,"Republic of Korea, China",
26651848,Rivera NV,European,NR,Sweden,
26651848,Rivera NV,NA,NR,"Germany, Netherlands, Czech Republic",
26651848,Rivera NV,European,NR,Sweden,
26651848,Rivera NV,European,NR,NA,
26651848,Rivera NV,European,NR,Sweden,
26651848,Rivera NV,European,NR,Sweden,
26651848,Rivera NV,European,NR,"Germany, Netherlands, Czech Republic",
26651848,Rivera NV,African American or Afro-Caribbean,NR,U.S.,
27126917,Spada J,European,NR,Germany,
27126917,Spada J,European,NR,Germany,
27117709,NA,European,NR,"Finland, Sweden, U.S., Poland, Australia, Netherlands, Germany, U.K., NR",
27117709,Couch FJ,NA,NR,"Finland, Sweden, U.S., Poland, Czech Republic, Israel, Australia, Italy, Russian Federation, Netherlands, Portugal, Greece, Latvia, Canada, Belgium, South Africa, Germany, U.K., Spain, Hungary, Belarus, Lithuania, France, Republic of Ireland, Norway, Denmark",
27117709,Couch FJ,European,NR,"Finland, Sweden, U.S., Poland, Australia, Netherlands, Canada, Germany, U.K., NR",
